                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     52,                 0.5761,                0.46712,                0.91369,                0.91507,                0.92528,                0.94588,                0.80187,                0.64677,                0.49144,                0.95861,             0.00041242,             0.00041242,             0.00041242
                     53,                0.58632,                0.45603,                0.91364,                0.95823,                 0.9413,                0.96673,                0.81221,                0.66307,                0.44421,                0.98081,             0.00040417,             0.00040417,             0.00040417
                     54,                 0.5744,                0.46117,                0.92552,                 0.9358,                0.93069,                0.95191,                0.80131,                0.65035,                0.45839,                0.97334,             0.00039592,             0.00039592,             0.00039592
                     55,                0.56691,                0.45356,                 0.9089,                0.92776,                0.91002,                 0.9374,                0.78922,                0.64102,                0.49149,                0.97139,             0.00038768,             0.00038768,             0.00038768
                     56,                 0.5761,                0.45936,                0.91843,                0.97512,                0.93643,                0.96571,                0.81627,                0.65545,                0.42294,                0.97583,             0.00037943,             0.00037943,             0.00037943
                     57,                0.55525,                 0.4476,                0.91273,                0.92778,                0.92513,                0.94473,                 0.8023,                0.66347,                0.52598,                0.97364,             0.00037118,             0.00037118,             0.00037118
                     58,                0.56526,                0.43549,                0.91325,                0.91966,                0.88509,                0.92759,                0.78752,                0.65543,                0.55252,                0.96744,             0.00036294,             0.00036294,             0.00036294
                     59,                0.56669,                0.45318,                 0.9162,                0.92004,                0.93847,                0.95216,                0.80637,                0.63757,                0.48962,                0.93845,             0.00035469,             0.00035469,             0.00035469
                     60,                0.56642,                 0.4316,                0.90517,                0.93415,                0.92056,                 0.9493,                0.80532,                0.67601,                0.50433,                0.97731,             0.00034644,             0.00034644,             0.00034644
                     61,                0.54756,                 0.4252,                0.91194,                 0.9478,                0.95924,                0.96899,                0.81322,                0.70257,                 0.4429,                0.98604,              0.0003382,              0.0003382,              0.0003382
                     62,                0.56077,                0.42855,                0.91705,                0.96948,                0.95147,                0.96773,                0.82525,                0.65882,                0.40679,                0.96517,             0.00032995,             0.00032995,             0.00032995
                     63,                0.54275,                0.41718,                 0.9004,                0.91238,                0.92244,                0.94175,                0.80221,                0.63466,                0.50986,                0.95092,              0.0003217,              0.0003217,              0.0003217
                     64,                0.53581,                0.39903,                0.90248,                0.94309,                0.95765,                0.96965,                0.82173,                 0.6392,                0.42675,                0.96213,             0.00031346,             0.00031346,             0.00031346
                     65,                0.53197,                0.40527,                0.90704,                0.92611,                0.93835,                0.95425,                0.81082,                 0.6541,                0.42746,                 0.9665,             0.00030521,             0.00030521,             0.00030521
                     66,                0.53433,                 0.3992,                0.89992,                0.91805,                0.87537,                0.90201,                0.75187,                0.64782,                0.64896,                0.96847,             0.00029696,             0.00029696,             0.00029696
                     67,                0.53057,                0.40896,                0.89832,                0.93478,                0.92643,                0.94566,                0.79553,                 0.6678,                0.48252,                0.98261,             0.00028872,             0.00028872,             0.00028872
                     68,                 0.5203,                0.40168,                0.90297,                 0.9414,                0.94252,                0.95776,                0.80894,                0.65348,                0.48125,                0.98001,             0.00028047,             0.00028047,             0.00028047
                     69,                0.52431,                0.39509,                0.89468,                0.94182,                0.93577,                0.96083,                0.80955,                0.65652,                0.43889,                0.97435,             0.00027222,             0.00027222,             0.00027222
                     70,                0.51574,                0.39423,                0.89317,                0.96309,                0.95601,                0.97175,                0.82095,                0.65832,                0.41665,                0.97596,             0.00026398,             0.00026398,             0.00026398
                     71,                0.51963,                0.39761,                0.89882,                0.92887,                0.90607,                0.92563,                0.77714,                0.67746,                0.56213,                0.96959,             0.00025573,             0.00025573,             0.00025573
                     72,                0.53353,                0.40178,                0.90144,                0.95393,                0.95854,                0.96902,                 0.8218,                  0.655,                0.40446,                0.97926,             0.00024748,             0.00024748,             0.00024748
                     73,                0.52681,                0.40347,                0.90159,                0.96094,                0.93904,                0.96416,                0.81969,                0.66065,                0.40408,                0.97247,             0.00023924,             0.00023924,             0.00023924
                     74,                0.50391,                0.37824,                0.89888,                0.91815,                0.93066,                0.94905,                0.80405,                0.65587,                0.48565,                 0.9747,             0.00023099,             0.00023099,             0.00023099
                     75,                0.50285,                0.37727,                0.89306,                0.92651,                0.93594,                0.95423,                0.80892,                0.64959,                0.46976,                0.97415,             0.00022274,             0.00022274,             0.00022274
                     76,                0.49153,                0.35842,                0.89197,                0.93253,                0.93378,                0.95052,                 0.8011,                 0.6462,                0.46626,                0.97183,              0.0002145,              0.0002145,              0.0002145
                     77,                0.49975,                0.37256,                0.89017,                0.93284,                0.93366,                0.95394,                0.81525,                0.64662,                0.45632,                0.97384,             0.00020625,             0.00020625,             0.00020625
                     78,                0.49438,                0.36849,                0.89203,                0.92195,                0.88187,                0.91255,                0.76858,                0.66422,                0.59736,                0.98194,               0.000198,               0.000198,               0.000198
                     79,                0.49228,                0.36992,                0.89385,                0.94573,                0.96054,                 0.9733,                0.82825,                0.65327,                0.39439,                0.97847,             0.00018976,             0.00018976,             0.00018976
                     80,                0.49215,                0.35723,                0.88346,                0.94786,                0.95363,                0.96836,                 0.8221,                 0.6504,                0.39737,                0.97317,             0.00018151,             0.00018151,             0.00018151
                     81,                0.48817,                0.35237,                0.88493,                  0.922,                0.91677,                0.93333,                0.79249,                0.64728,                0.53933,                 0.9678,             0.00017326,             0.00017326,             0.00017326
                     82,                 0.4828,                 0.3601,                0.88384,                0.91233,                0.91405,                 0.9321,                0.79086,                0.65865,                0.52274,                0.97841,             0.00016502,             0.00016502,             0.00016502
                     83,                0.48078,                0.34346,                0.88266,                0.94724,                0.96565,                0.97302,                0.82861,                0.65213,                0.38646,                0.97693,             0.00015677,             0.00015677,             0.00015677
                     84,                0.48452,                0.35101,                0.88957,                0.94594,                0.95406,                0.96865,                0.82405,                0.64887,                0.39148,                0.97441,             0.00014852,             0.00014852,             0.00014852
                     85,                0.48554,                0.34582,                0.88174,                 0.9416,                0.96418,                0.97243,                0.82254,                0.65086,                0.38861,                 0.9833,             0.00014028,             0.00014028,             0.00014028
                     86,                0.47751,                0.33966,                0.88688,                0.94701,                0.95165,                0.96557,                0.81681,                0.64939,                0.37587,                0.98156,             0.00013203,             0.00013203,             0.00013203
                     87,                0.46669,                0.34075,                0.88282,                0.93123,                0.92073,                0.94147,                 0.7908,                0.65346,                0.45796,                0.98213,             0.00012378,             0.00012378,             0.00012378
                     88,                0.46985,                0.34834,                0.88352,                0.93876,                0.94755,                0.95467,                 0.8019,                0.64684,                0.43612,                0.97761,             0.00011554,             0.00011554,             0.00011554
                     89,                0.46651,                0.34117,                0.87668,                0.92419,                0.93337,                0.94545,                0.79867,                0.64134,                0.47209,                0.97654,             0.00010729,             0.00010729,             0.00010729
                     90,                0.43483,                0.32792,                0.84793,                0.92721,                0.90701,                0.93102,                0.78184,                0.65832,                0.50084,                0.99192,             9.9044e-05,             9.9044e-05,             9.9044e-05
                     91,                0.42121,                0.31441,                0.83587,                0.93738,                0.93925,                 0.9506,                0.79815,                0.65755,                 0.4694,                 1.0066,             9.0797e-05,             9.0797e-05,             9.0797e-05
                     92,                0.40893,                0.29599,                0.84033,                0.91137,                 0.9447,                0.95584,                0.80221,                0.65811,                0.43249,                 1.0043,              8.255e-05,              8.255e-05,              8.255e-05
                     93,                0.40962,                0.30549,                0.83212,                0.90137,                0.91946,                0.93029,                0.78282,                0.64951,                0.51102,                0.99951,             7.4304e-05,             7.4304e-05,             7.4304e-05
                     94,                0.41256,                 0.2979,                0.83945,                0.91114,                0.92229,                0.93366,                0.78654,                0.64956,                0.49256,                 1.0016,             6.6057e-05,             6.6057e-05,             6.6057e-05
                     95,                0.39742,                0.28948,                0.83483,                0.94015,                 0.9226,                0.95138,                0.80653,                0.65091,                0.44503,                0.99491,              5.781e-05,              5.781e-05,              5.781e-05
                     96,                0.39995,                0.28575,                0.82772,                 0.9338,                0.93055,                0.95388,                0.80309,                0.65634,                 0.4305,                0.99856,             4.9564e-05,             4.9564e-05,             4.9564e-05
                     97,                0.39416,                0.28611,                0.82981,                0.93828,                0.93189,                0.95548,                0.80377,                0.65854,                0.42744,                0.99794,             4.1317e-05,             4.1317e-05,             4.1317e-05
                     98,                0.39127,                0.27765,                0.82408,                0.92538,                0.94069,                0.94731,                0.79823,                0.64953,                0.44213,                0.99171,              3.307e-05,              3.307e-05,              3.307e-05
                     99,                0.38863,                 0.2794,                0.82996,                0.92174,                0.94069,                0.94604,                0.79581,                0.66022,                0.44397,                0.99979,             2.4823e-05,             2.4823e-05,             2.4823e-05
