                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    110,                0.56521,                 0.3043,                0.92104,                 0.9435,                0.94665,                0.98245,                0.83358,                0.70152,                0.37683,                 1.0053,               0.002806,               0.002806,               0.002806
                    111,                0.56984,                0.31502,                0.92154,                0.93443,                0.93571,                0.96115,                0.80512,                0.72519,                  0.447,                  1.024,                0.00274,                0.00274,                0.00274
                    112,                0.56068,                0.30584,                0.91747,                0.94931,                0.94644,                0.98274,                0.82656,                0.71206,                0.37761,                 1.0224,               0.002674,               0.002674,               0.002674
                    113,                0.55347,                0.30024,                0.90854,                0.93857,                0.93527,                0.97508,                0.81914,                 0.7213,                0.41617,                 1.0268,               0.002608,               0.002608,               0.002608
                    114,                0.56288,                0.30232,                0.91831,                0.94226,                0.93976,                0.97602,                0.82061,                 0.7231,                0.40413,                 1.0273,               0.002542,               0.002542,               0.002542
                    115,                0.56318,                0.29983,                0.91274,                0.93299,                0.96196,                0.97954,                0.82496,                0.70505,                0.37223,                 1.0183,               0.002476,               0.002476,               0.002476
                    116,                0.56214,                0.29898,                0.91972,                0.94123,                0.94671,                0.98028,                0.82502,                0.71026,                0.40094,                 1.0193,                0.00241,                0.00241,                0.00241
                    117,                0.54817,                0.29878,                0.91233,                0.94396,                0.94972,                 0.9828,                0.82652,                0.71145,                0.35359,                 1.0274,               0.002344,               0.002344,               0.002344
                    118,                0.55299,                0.29828,                0.91476,                0.94002,                0.94084,                0.97611,                0.82214,                0.70996,                0.39282,                 1.0163,               0.002278,               0.002278,               0.002278
                    119,                0.54436,                0.29365,                0.90575,                 0.9592,                0.95275,                 0.9865,                0.83153,                0.70738,                0.35073,                 1.0221,               0.002212,               0.002212,               0.002212
                    120,                0.54002,                0.29196,                0.90502,                0.95683,                0.94156,                0.98514,                0.82557,                0.72693,                0.36356,                 1.0334,               0.002146,               0.002146,               0.002146
                    121,                0.53697,                0.28736,                0.90769,                0.94862,                0.95903,                0.98406,                0.82858,                0.72019,                0.35525,                 1.0299,                0.00208,                0.00208,                0.00208
                    122,                0.54268,                0.29245,                0.91211,                0.96551,                0.96542,                0.98629,                0.83482,                0.70021,                0.32772,                 1.0171,               0.002014,               0.002014,               0.002014
                    123,                0.54334,                0.29288,                0.90972,                0.94168,                  0.946,                0.98034,                0.82716,                0.71663,                0.39122,                 1.0287,               0.001948,               0.001948,               0.001948
                    124,                 0.5316,                0.28366,                0.90051,                0.95145,                0.94016,                0.98168,                0.82815,                0.70968,                0.38544,                 1.0224,               0.001882,               0.001882,               0.001882
                    125,                0.53787,                0.28911,                0.90547,                0.95342,                0.94252,                0.98305,                0.83224,                 0.7112,                0.38179,                 1.0244,               0.001816,               0.001816,               0.001816
                    126,                0.53167,                0.28261,                0.90218,                0.95344,                0.93981,                0.97626,                0.82299,                0.71406,                 0.4043,                 1.0228,                0.00175,                0.00175,                0.00175
                    127,                0.53104,                0.28403,                0.90456,                0.94697,                0.93722,                0.97369,                  0.819,                0.71215,                0.41048,                  1.022,               0.001684,               0.001684,               0.001684
                    128,                0.51959,                0.27639,                0.89874,                0.94074,                0.94619,                0.97355,                0.81878,                0.72054,                0.40366,                  1.029,               0.001618,               0.001618,               0.001618
                    129,                0.51979,                0.27695,                0.89465,                0.95069,                0.95822,                0.98389,                 0.8285,                0.72088,                0.35226,                 1.0334,               0.001552,               0.001552,               0.001552
                    130,                 0.5221,                0.27695,                0.90035,                0.94168,                0.96123,                0.98151,                0.83431,                0.70665,                0.36201,                 1.0179,               0.001486,               0.001486,               0.001486
                    131,                0.52136,                0.28163,                0.89876,                0.94513,                0.95502,                0.98045,                0.82967,                0.72017,                0.37495,                 1.0333,                0.00142,                0.00142,                0.00142
                    132,                0.51866,                0.27553,                 0.9012,                0.95116,                 0.9457,                0.98125,                0.82611,                0.71476,                0.36573,                 1.0277,               0.001354,               0.001354,               0.001354
                    133,                0.51006,                0.27475,                0.89485,                0.94197,                0.96389,                0.98102,                0.82375,                0.72047,                0.36995,                 1.0328,               0.001288,               0.001288,               0.001288
                    134,                0.50826,                0.27243,                0.89494,                0.95073,                0.94534,                 0.9772,                0.82474,                0.70648,                 0.3961,                 1.0265,               0.001222,               0.001222,               0.001222
                    135,                0.50928,                0.27121,                0.89801,                0.95613,                0.95081,                0.98293,                   0.83,                0.71139,                 0.3625,                 1.0282,               0.001156,               0.001156,               0.001156
                    136,                0.50692,                0.26994,                0.89357,                0.96274,                0.96401,                0.98321,                0.83342,                0.70841,                0.34476,                 1.0308,                0.00109,                0.00109,                0.00109
                    137,                0.50446,                0.27182,                0.89268,                 0.9547,                0.95068,                0.97894,                0.82929,                0.70976,                0.37575,                 1.0256,               0.001024,               0.001024,               0.001024
                    138,                0.50554,                0.27077,                0.89214,                0.95066,                0.95029,                 0.9778,                 0.8253,                0.70577,                0.38198,                 1.0274,               0.000958,               0.000958,               0.000958
                    139,                0.50343,                0.26549,                0.89386,                0.94963,                 0.9436,                0.97312,                0.82155,                0.70946,                0.40847,                 1.0282,               0.000892,               0.000892,               0.000892
                    140,                0.49494,                0.26308,                0.89258,                0.96078,                0.95586,                0.98325,                0.83048,                0.70565,                0.34989,                 1.0288,               0.000826,               0.000826,               0.000826
                    141,                 0.4608,                0.23797,                0.87157,                 0.9508,                0.94476,                0.96658,                0.81848,                0.70911,                0.43368,                 1.0225,                0.00076,                0.00076,                0.00076
                    142,                0.44776,                0.22519,                0.86504,                0.94246,                0.95966,                0.97687,                0.82272,                0.71811,                0.38318,                 1.0302,               0.000694,               0.000694,               0.000694
                    143,                0.44445,                  0.222,                0.86993,                0.94817,                0.94467,                0.96767,                0.81798,                0.71461,                0.42303,                 1.0283,               0.000628,               0.000628,               0.000628
                    144,                0.43676,                0.21759,                0.85603,                0.95117,                0.94508,                0.97253,                0.82491,                0.70873,                0.40111,                 1.0247,               0.000562,               0.000562,               0.000562
                    145,                0.43131,                0.21746,                0.86213,                0.94366,                0.95001,                0.97276,                0.82585,                0.70739,                0.40118,                 1.0255,               0.000496,               0.000496,               0.000496
                    146,                0.43268,                0.21575,                0.86038,                0.94217,                0.95702,                0.97157,                0.82217,                0.71543,                0.40611,                 1.0299,                0.00043,                0.00043,                0.00043
                    147,                 0.4285,                0.21171,                0.85577,                0.94708,                0.95249,                0.97119,                0.82246,                0.71455,                0.40766,                 1.0314,               0.000364,               0.000364,               0.000364
                    148,                0.42657,                 0.2132,                0.85927,                0.95411,                0.95123,                0.97437,                0.82668,                0.71012,                0.39187,                 1.0289,               0.000298,               0.000298,               0.000298
                    149,                0.42438,                 0.2112,                0.85636,                0.95669,                0.94661,                0.97348,                 0.8261,                0.70925,                0.40114,                 1.0284,               0.000232,               0.000232,               0.000232
                    150,                0.42495,                0.21163,                0.85765,                0.95515,                0.94595,                 0.9726,                0.82483,                 0.7109,                0.40517,                 1.0309,               0.000166,               0.000166,               0.000166
